date,code,peTTM
2021-09-30,sz.000401,5.912452
2021-09-30,sh.600390,6.006231
2021-09-30,sh.601919,6.03001
2021-09-30,sz.000923,6.059223
2021-09-30,sh.600507,6.083764
2021-09-30,sh.601916,6.096397
2021-09-30,sh.600282,6.140477
2021-09-30,sz.000002,6.184924
2021-09-30,sz.000402,6.289737
2021-09-30,sz.002445,6.310587
2021-09-30,sh.601009,6.318339
2021-09-30,sh.600585,6.356987
2021-09-30,sh.601800,6.387365
2021-09-30,sh.600720,6.41447
2021-09-30,sh.601838,6.431881
2021-09-30,sh.600133,6.431884
2021-09-30,sz.000789,6.496868
2021-09-30,sh.600020,6.513326
2021-09-30,sz.000039,6.520849
2021-09-30,sz.002016,6.54166
2021-09-30,sz.002061,6.542785
2021-09-30,sh.600808,6.556213
2021-09-30,sh.601658,6.559105
2021-09-30,sh.600266,6.567053
2021-09-30,sz.001979,6.576444
2021-09-30,sz.000885,6.584635
2021-09-30,sh.688399,6.589453
2021-09-30,sz.000059,6.614287
2021-09-30,sh.600373,6.627026
2021-09-30,sh.603458,6.639828
2021-09-30,sh.601318,6.675924
2021-09-30,sh.600269,6.699384
2021-09-30,sz.000727,6.707314
2021-09-30,sh.601963,6.707938
2021-09-30,sz.002761,6.727105
2021-09-30,sz.000090,6.74608
2021-09-30,sz.000581,6.748496
2021-09-30,sh.600307,6.763577
2021-09-30,sz.000898,6.791661
2021-09-30,sh.601107,6.851698
2021-09-30,sz.002958,6.88287
2021-09-30,sh.600928,6.902525
2021-09-30,sz.002081,6.909213
2021-09-30,sh.601005,7.020195
2021-09-30,sh.600035,7.047399
2021-09-30,sz.002022,7.053667
2021-09-30,sz.002932,7.060269
2021-09-30,sh.600820,7.127636
2021-09-30,sz.002443,7.158991
2021-09-30,sz.000719,7.220525
2021-09-30,sh.600643,7.221728
2021-09-30,sh.600502,7.230275
2021-09-30,sh.601006,7.233895
2021-09-30,sh.601019,7.246799
2021-09-30,sh.600012,7.260837
2021-09-30,sh.600998,7.272755
2021-09-30,sh.603776,7.317589
2021-09-30,sh.601886,7.323902
2021-09-30,sh.600966,7.368411
2021-09-30,sh.600801,7.370783
2021-09-30,sz.002807,7.429482
2021-09-30,sh.600569,7.436811
2021-09-30,sz.000488,7.449393
2021-09-30,sh.600533,7.4501
2021-09-30,sz.002233,7.477245
2021-09-30,sz.000576,7.483229
2021-09-30,sh.601336,7.537059
2021-09-30,sz.000672,7.598137
2021-09-30,sz.000048,7.621522
2021-09-30,sz.000778,7.63453
2021-09-30,sh.600908,7.638293
2021-09-30,sh.601900,7.666364
2021-09-30,sh.600548,7.690841
2021-09-30,sh.600757,7.727351
2021-09-30,sh.600707,7.734659
2021-09-30,sz.000900,7.7818
2021-09-30,sh.600694,7.801742
2021-09-30,sz.002543,7.85013
2021-09-30,sh.600668,7.853957
2021-09-30,sh.601825,7.856703
2021-09-30,sh.600231,7.859883
2021-09-30,sz.000501,7.866223
2021-09-30,sh.601225,7.892431
2021-09-30,sz.002394,7.905901
2021-09-30,sh.600742,7.927058
2021-09-30,sz.002030,7.973753
2021-09-30,sh.600901,8.002992
2021-09-30,sh.600823,8.026612
2021-09-30,sz.002641,8.036635
2021-09-30,sz.000951,8.047236
2021-09-30,sz.000690,8.04749
2021-09-30,sh.600894,8.053023
2021-09-30,sz.002966,8.067617
2021-09-30,sh.688606,8.08796
2021-09-30,sz.002936,8.0921
2021-09-30,sz.002948,8.117339
2021-09-30,sh.600019,8.156334
2021-09-30,sh.601918,8.203749
2021-09-30,sz.000528,8.209995
2021-09-30,sz.002100,8.224732
2021-09-30,sh.600581,8.235103
2021-09-30,sz.002113,8.256587
2021-09-30,sz.002469,8.304026
2021-09-30,sh.601860,8.342225
2021-09-30,sz.000065,8.34861
2021-09-30,sz.000616,8.366458
2021-09-30,sh.600567,8.378113
2021-09-30,sh.601811,8.379641
2021-09-30,sh.601233,8.40537
2021-09-30,sh.600033,8.406001
2021-09-30,sh.601216,8.431724
2021-09-30,sz.000910,8.444194
2021-09-30,sh.601928,8.449208
2021-09-30,sh.601002,8.459127
2021-09-30,sz.000950,8.491633
2021-09-30,sz.300418,8.495891
2021-09-30,sh.600846,8.501046
2021-09-30,sh.600308,8.526875
2021-09-30,sh.600350,8.554249
2021-09-30,sh.600683,8.587651
2021-09-30,sh.600510,8.650091
2021-09-30,sz.002798,8.670519
2021-09-30,sh.688767,8.705067
2021-09-30,sz.002553,8.717422
2021-09-30,sh.601000,8.757192
2021-09-30,sh.603018,8.760125
2021-09-30,sz.002068,8.769697
2021-09-30,sh.600104,8.793523
2021-09-30,sz.000100,8.814935
2021-09-30,sz.000157,8.822069
2021-09-30,sh.600985,8.82693
2021-09-30,sh.600039,8.8515
2021-09-30,sh.603323,8.901075
2021-09-30,sh.688289,8.904497
2021-09-30,sh.600179,8.908594
2021-09-30,sz.001965,8.95396
2021-09-30,sh.600810,8.971027
2021-09-30,sz.000863,9.009326
2021-09-30,sh.601128,9.066633
2021-09-30,sh.600022,9.093537
2021-09-30,sh.600208,9.126759
2021-09-30,sh.600649,9.128773
2021-09-30,sh.600027,9.129062
2021-09-30,sh.600157,9.141204
2021-09-30,sh.603368,9.1451
2021-09-30,sz.000669,9.152699
2021-09-30,sh.600997,9.170771
2021-09-30,sz.000429,9.180788
2021-09-30,sh.601319,9.189495
2021-09-30,sz.000651,9.224832
2021-09-30,sz.000617,9.230832
2021-09-30,sz.000685,9.260985
2021-09-30,sz.000877,9.277973
2021-09-30,sz.002839,9.303857
2021-09-30,sz.002169,9.308423
2021-09-30,sh.601992,9.316547
2021-09-30,sh.600528,9.338102
2021-09-30,sh.600057,9.360169
2021-09-30,sh.600657,9.378417
2021-09-30,sz.000825,9.406331
2021-09-30,sh.600377,9.431097
2021-09-30,sh.601298,9.440037
2021-09-30,sh.601601,9.443237
2021-09-30,sz.002098,9.443633
2021-09-30,sh.600865,9.460309
2021-09-30,sh.601512,9.559694
2021-09-30,sz.300280,9.575776
2021-09-30,sz.000761,9.6098
2021-09-30,sh.600297,9.616444
2021-09-30,sz.002433,9.625678
2021-09-30,sz.000921,9.670719
2021-09-30,sh.601607,9.672276
2021-09-30,sz.300888,9.680101
2021-09-30,sh.603856,9.705338
2021-09-30,sh.601789,9.707107
2021-09-30,sz.300732,9.708866
2021-09-30,sh.600077,9.741137
2021-09-30,sz.002713,9.765112
2021-09-30,sh.601618,9.790495
2021-09-30,sh.601665,9.7927
2021-09-30,sh.600551,9.793705
2021-09-30,sz.000828,9.799747
2021-09-30,sh.600075,9.804736
2021-09-30,sz.002788,9.811961
2021-09-30,sh.600097,9.845226
2021-09-30,sh.600987,9.852752
2021-09-30,sh.603035,9.878797
2021-09-30,sz.002078,9.893765
2021-09-30,sh.600352,9.926004
2021-09-30,sz.000028,9.933301
2021-09-30,sz.000425,10.01018
2021-09-30,sh.600895,10.021235
2021-09-30,sh.600143,10.048722
2021-09-30,sh.600705,10.049778
2021-09-30,sh.600655,10.051807
2021-09-30,sz.000779,10.085697
2021-09-30,sh.603238,10.088145
2021-09-30,sh.600023,10.092178
2021-09-30,sh.600056,10.101493
2021-09-30,sh.601088,10.108686
2021-09-30,sz.000906,10.16965
2021-09-30,sh.600388,10.170266
2021-09-30,sz.002429,10.197162
2021-09-30,sh.603661,10.220929
2021-09-30,sz.002758,10.22187
2021-09-30,sh.600566,10.262486
2021-09-30,sh.601518,10.269017
2021-09-30,sh.601098,10.294611
2021-09-30,sh.600675,10.306771
2021-09-30,sz.002064,10.318723
2021-09-30,sh.600622,10.324223
2021-09-30,sh.688317,10.325444
2021-09-30,sz.002124,10.345352
2021-09-30,sh.600748,10.345798
2021-09-30,sz.000529,10.357167
2021-09-30,sh.600704,10.38281
2021-09-30,sh.603609,10.397559
2021-09-30,sz.002274,10.40075
2021-09-30,sh.601339,10.400886
2021-09-30,sz.002462,10.407213
2021-09-30,sz.002020,10.414728
2021-09-30,sz.000959,10.419541
2021-09-30,sh.600273,10.419752
2021-09-30,sz.002714,10.428324
2021-09-30,sz.002043,10.436269
2021-09-30,sh.603113,10.436734
2021-09-30,sh.600663,10.466852
2021-09-30,sz.002818,10.467863
2021-09-30,sz.002062,10.484386
2021-09-30,sh.600170,10.485969
2021-09-30,sh.603357,10.504601
2021-09-30,sz.002605,10.507626
2021-09-30,sz.000736,10.512766
2021-09-30,sh.600741,10.538497
2021-09-30,sh.603898,10.540335
2021-09-30,sz.002067,10.592561
2021-09-30,sz.000001,10.597512
2021-09-30,sz.001872,10.61296
2021-09-30,sz.000612,10.646011
2021-09-30,sz.002753,10.647125
2021-09-30,sh.600409,10.679204
2021-09-30,sh.601898,10.696493
2021-09-30,sh.601187,10.706461
2021-09-30,sh.600126,10.722528
2021-09-30,sh.600018,10.75129
2021-09-30,sh.601857,10.781346
2021-09-30,sh.600461,10.816808
2021-09-30,sh.600740,10.826467
2021-09-30,sh.600729,10.84684
2021-09-30,sh.600814,10.852621
2021-09-30,sh.601598,10.916501
2021-09-30,sh.600713,10.927631
2021-09-30,sh.600926,10.964301
2021-09-30,sz.000030,10.96454
2021-09-30,sh.600853,10.991268
2021-09-30,sh.601699,11.001296
2021-09-30,sh.600008,11.012378
2021-09-30,sz.000026,11.018467
2021-09-30,sz.002608,11.034811
2021-09-30,sh.603858,11.047714
2021-09-30,sh.600346,11.050623
2021-09-30,sh.600500,11.053745
2021-09-30,sh.600761,11.070378
2021-09-30,sh.600479,11.07942
2021-09-30,sz.000830,11.081195
2021-09-30,sz.002567,11.098297
2021-09-30,sz.000949,11.137543
2021-09-30,sh.600337,11.167774
2021-09-30,sz.001201,11.19519
2021-09-30,sh.600971,11.207094
2021-09-30,sz.002457,11.234862
2021-09-30,sh.600107,11.245236
2021-09-30,sh.600496,11.245823
2021-09-30,sz.000628,11.315839
2021-09-30,sh.600491,11.315855
2021-09-30,sz.002869,11.336953
2021-09-30,sh.603385,11.409164
2021-09-30,sh.603359,11.413358
2021-09-30,sz.002774,11.454992
2021-09-30,sz.002381,11.467328
2021-09-30,sh.605500,11.496484
2021-09-30,sz.300664,11.497861
2021-09-30,sz.002302,11.537499
2021-09-30,sh.601001,11.538804
2021-09-30,sz.000797,11.544618
2021-09-30,sz.002048,11.592574
2021-09-30,sh.601211,11.609593
2021-09-30,sz.002367,11.632161
2021-09-30,sz.000666,11.637002
2021-09-30,sz.000725,11.6531
2021-09-30,sz.000709,11.655682
2021-09-30,sh.600062,11.684424
2021-09-30,sh.600837,11.694051
2021-09-30,sh.600261,11.697493
2021-09-30,sz.002726,11.698721
2021-09-30,sh.600531,11.701621
2021-09-30,sz.002853,11.704586
2021-09-30,sh.600036,11.70464
2021-09-30,sz.002572,11.712092
2021-09-30,sh.600804,11.724246
2021-09-30,sz.002128,11.728784
2021-09-30,sh.601163,11.729012
2021-09-30,sh.600790,11.76083
2021-09-30,sz.000715,11.861592
2021-09-30,sz.000623,11.862489
2021-09-30,sh.600422,11.864592
2021-09-30,sh.603887,11.868812
2021-09-30,sz.002950,11.875168
2021-09-30,sh.605377,11.918352
2021-09-30,sh.603012,11.919359
2021-09-30,sz.002392,11.919921
2021-09-30,sz.002768,11.928455
2021-09-30,sh.600739,11.940177
2021-09-30,sh.603100,11.974036
2021-09-30,sh.601156,11.978175
2021-09-30,sh.600736,12.017619
2021-09-30,sh.600746,12.021992
2021-09-30,sz.000560,12.038772
2021-09-30,sh.603950,12.045907
2021-09-30,sh.601138,12.076264
2021-09-30,sh.600159,12.076298
2021-09-30,sz.002900,12.076499
2021-09-30,sh.601777,12.078051
2021-09-30,sz.002887,12.101923
2021-09-30,sz.002406,12.11276
2021-09-30,sh.600802,12.121602
2021-09-30,sh.605050,12.12294
2021-09-30,sz.002035,12.138799
2021-09-30,sh.600623,12.141728
2021-09-30,sz.002763,12.161639
2021-09-30,sz.002154,12.19114
2021-09-30,sh.600398,12.20819
2021-09-30,sz.002398,12.211435
2021-09-30,sh.601866,12.241076
2021-09-30,sh.605158,12.24556
2021-09-30,sh.601858,12.265473
2021-09-30,sh.600611,12.267929
2021-09-30,sz.002327,12.272591
2021-09-30,sh.600302,12.280434
2021-09-30,sh.600724,12.283776
2021-09-30,sz.000582,12.285156
2021-09-30,sh.600284,12.29287
2021-09-30,sh.603365,12.326833
2021-09-30,sz.002737,12.336899
2021-09-30,sz.000703,12.415616
2021-09-30,sh.600061,12.440161
2021-09-30,sh.603926,12.448586
2021-09-30,sz.000544,12.461442
2021-09-30,sh.603111,12.465298
2021-09-30,sz.002734,12.478623
2021-09-30,sz.002105,12.521645
2021-09-30,sh.603683,12.53408
2021-09-30,sh.603686,12.538049
2021-09-30,sh.600060,12.567854
2021-09-30,sz.000042,12.584368
2021-09-30,sz.002521,12.58951
2021-09-30,sh.600067,12.611556
2021-09-30,sz.002142,12.625958
2021-09-30,sz.000049,12.631302
2021-09-30,sh.601949,12.646928
2021-09-30,sh.601688,12.652993
2021-09-30,sz.300259,12.66661
2021-09-30,sh.603081,12.671294
2021-09-30,sh.600731,12.680753
2021-09-30,sz.000598,12.694421
2021-09-30,sh.603367,12.775153
2021-09-30,sh.600031,12.77781
2021-09-30,sz.002116,12.78853
2021-09-30,sh.600688,12.819524
2021-09-30,sh.603013,12.866454
2021-09-30,sh.600612,12.874082
2021-09-30,sh.600639,12.897912
2021-09-30,sz.002637,12.901923
2021-09-30,sh.600638,12.906544
2021-09-30,sh.601515,12.912089
2021-09-30,sh.603871,12.932443
2021-09-30,sz.300877,12.97997
2021-09-30,sh.600710,12.995181
2021-09-30,sh.600571,12.996997
2021-09-30,sh.603017,13.059238
2021-09-30,sh.600835,13.065067
2021-09-30,sh.601801,13.074913
2021-09-30,sz.002023,13.099576
2021-09-30,sh.601528,13.144184
2021-09-30,sz.002159,13.178628
2021-09-30,sh.605287,13.178984
2021-09-30,sz.000800,13.188112
2021-09-30,sz.002002,13.188499
2021-09-30,sh.603587,13.216354
2021-09-30,sh.600420,13.229204
2021-09-30,sz.002803,13.235635
2021-09-30,sz.002926,13.236663
2021-09-30,sh.600332,13.248037
2021-09-30,sh.601636,13.254082
2021-09-30,sh.600691,13.255772
2021-09-30,sz.002440,13.265378
2021-09-30,sh.603766,13.268753
2021-09-30,sh.600889,13.297689
2021-09-30,sh.600582,13.318029
2021-09-30,sh.603801,13.354659
2021-09-30,sh.601881,13.369885
2021-09-30,sh.603089,13.382833
2021-09-30,sh.600795,13.383436
2021-09-30,sz.300423,13.410091
2021-09-30,sh.603466,13.419901
2021-09-30,sz.002736,13.430143
2021-09-30,sz.002666,13.4594
2021-09-30,sh.601678,13.522699
2021-09-30,sh.603165,13.533471
2021-09-30,sz.002014,13.537022
2021-09-30,sz.002293,13.563857
2021-09-30,sz.002109,13.616749
2021-09-30,sh.603886,13.627021
2021-09-30,sz.002649,13.631191
2021-09-30,sh.603600,13.6599
2021-09-30,sh.601377,13.661794
2021-09-30,sz.000338,13.66493
2021-09-30,sz.002101,13.713035
2021-09-30,sh.603393,13.727291
2021-09-30,sz.000055,13.727983
2021-09-30,sz.000883,13.736486
2021-09-30,sz.300564,13.758605
2021-09-30,sh.600120,13.779703
2021-09-30,sz.002354,13.782839
2021-09-30,sh.603808,13.797383
2021-09-30,sh.600382,13.812351
2021-09-30,sh.600475,13.818335
2021-09-30,sz.000419,13.821039
2021-09-30,sz.002757,13.822498
2021-09-30,sh.601015,13.841393
2021-09-30,sh.600642,13.854104
2021-09-30,sh.603258,13.85752
2021-09-30,sz.002532,13.865071
2021-09-30,sz.000708,13.86522
2021-09-30,sh.601628,13.874419
2021-09-30,sh.605189,13.906797
2021-09-30,sz.002697,13.915796
2021-09-30,sh.603108,13.925247
2021-09-30,sz.002701,13.929222
2021-09-30,sh.600535,13.950837
2021-09-30,sh.603878,13.961584
2021-09-30,sz.000756,13.966009
2021-09-30,sh.600327,14.041503
2021-09-30,sh.603810,14.059718
2021-09-30,sh.688009,14.066598
2021-09-30,sz.002479,14.119681
2021-09-30,sz.002106,14.130299
2021-09-30,sz.000928,14.159529
2021-09-30,sh.603278,14.162121
2021-09-30,sh.600682,14.181987
2021-09-30,sz.002563,14.201935
2021-09-30,sz.002674,14.218014
2021-09-30,sh.603966,14.218917
2021-09-30,sh.600017,14.219849
2021-09-30,sh.603700,14.226786
2021-09-30,sz.000786,14.227614
2021-09-30,sh.603208,14.229391
2021-09-30,sz.000060,14.231322
2021-09-30,sz.002822,14.232349
2021-09-30,sh.603477,14.242609
2021-09-30,sh.601158,14.252945
2021-09-30,sh.600063,14.258607
2021-09-30,sz.002345,14.261853
2021-09-30,sh.603326,14.274796
2021-09-30,sh.603903,14.291191
2021-09-30,sz.002918,14.293091
2021-09-30,sz.000700,14.326266
2021-09-30,sz.002255,14.330546
2021-09-30,sz.002949,14.331672
2021-09-30,sz.300403,14.34148
2021-09-30,sz.300058,14.377059
2021-09-30,sz.000850,14.380124
2021-09-30,sh.600356,14.383668
2021-09-30,sh.600508,14.388911
2021-09-30,sz.000718,14.401052
2021-09-30,sh.601311,14.45003
2021-09-30,sz.002097,14.456697
2021-09-30,sz.002181,14.456862
2021-09-30,sh.600586,14.468436
2021-09-30,sh.600511,14.471118
2021-09-30,sz.000999,14.508875
2021-09-30,sz.002496,14.524039
2021-09-30,sz.002602,14.536736
2021-09-30,sh.601326,14.540134
2021-09-30,sz.002483,14.554039
2021-09-30,sh.600750,14.580134
2021-09-30,sh.600106,14.603236
2021-09-30,sh.603788,14.608056
2021-09-30,sh.600999,14.612272
2021-09-30,sh.605222,14.628291
2021-09-30,sz.002228,14.646451
2021-09-30,sh.600800,14.648744
2021-09-30,sh.603180,14.702726
2021-09-30,sz.300360,14.730498
2021-09-30,sz.002755,14.742962
2021-09-30,sz.000686,14.747499
2021-09-30,sh.600984,14.748044
2021-09-30,sz.000935,14.755836
2021-09-30,sh.603225,14.759442
2021-09-30,sh.600300,14.766024
2021-09-30,sh.603836,14.773166
2021-09-30,sz.002034,14.780398
2021-09-30,sz.000608,14.789031
2021-09-30,sz.003012,14.79223
2021-09-30,sh.603889,14.796978
2021-09-30,sh.600426,14.811072
2021-09-30,sh.600336,14.835255
2021-09-30,sh.600955,14.892888
2021-09-30,sh.603937,14.900642
2021-09-30,sz.300121,14.907173
2021-09-30,sh.601388,14.933183
2021-09-30,sz.002540,14.937601
2021-09-30,sz.300639,14.951134
2021-09-30,sh.603298,14.979567
2021-09-30,sz.002614,14.982675
2021-09-30,sz.000810,14.994547
2021-09-30,sh.601669,15.023409
2021-09-30,sh.600803,15.048062
2021-09-30,sh.605166,15.052227
2021-09-30,sh.601677,15.08224
2021-09-30,sh.600167,15.090227
2021-09-30,sh.603680,15.113412
2021-09-30,sz.002083,15.1214
2021-09-30,sz.002705,15.156607
2021-09-30,sh.601568,15.160925
2021-09-30,sh.603112,15.191597
2021-09-30,sz.002357,15.207594
2021-09-30,sh.600681,15.213372
2021-09-30,sz.002441,15.216004
2021-09-30,sh.603408,15.236178
2021-09-30,sh.600743,15.239649
2021-09-30,sh.600348,15.241506
2021-09-30,sh.601010,15.252039
2021-09-30,sz.000655,15.259629
2021-09-30,sz.002687,15.26684
2021-09-30,sh.603086,15.276047
2021-09-30,sh.603041,15.293533
2021-09-30,sz.002318,15.304931
2021-09-30,sz.000156,15.310144
2021-09-30,sh.601766,15.32804
2021-09-30,sz.001696,15.328892
2021-09-30,sz.002287,15.362607
2021-09-30,sh.603757,15.371101
2021-09-30,sh.603167,15.387819
2021-09-30,sh.600874,15.391271
2021-09-30,sz.000422,15.404799
2021-09-30,sh.601108,15.416218
2021-09-30,sh.600873,15.418268
2021-09-30,sh.600693,15.419613
2021-09-30,sz.002270,15.442436
2021-09-30,sh.600970,15.459714
2021-09-30,sh.605003,15.486509
2021-09-30,sz.000933,15.506354
2021-09-30,sh.601828,15.51305
2021-09-30,sh.600618,15.51359
2021-09-30,sh.600717,15.514096
2021-09-30,sh.603360,15.530671
2021-09-30,sh.603726,15.536642
2021-09-30,sh.601018,15.537633
2021-09-30,sh.600592,15.577589
2021-09-30,sh.603585,15.582793
2021-09-30,sh.603556,15.583966
2021-09-30,sz.300246,15.586264
2021-09-30,sh.603639,15.588221
2021-09-30,sz.000546,15.623883
2021-09-30,sh.603916,15.647881
2021-09-30,sh.603685,15.649187
2021-09-30,sz.000990,15.652206
2021-09-30,sz.002157,15.652965
2021-09-30,sh.603848,15.692262
2021-09-30,sz.000776,15.698937
2021-09-30,sh.600897,15.707326
2021-09-30,sh.601717,15.72057
2021-09-30,sh.603515,15.799661
2021-09-30,sh.601921,15.801471
2021-09-30,sz.300463,15.805624
2021-09-30,sz.002889,15.847894
2021-09-30,sz.001217,15.857173
2021-09-30,sz.002620,15.857923
2021-09-30,sh.600123,15.889025
2021-09-30,sh.600007,15.89713
2021-09-30,sh.601117,15.915046
2021-09-30,sh.601728,15.926229
2021-09-30,sz.300518,15.963073
2021-09-30,sh.688069,15.965464
2021-09-30,sz.300190,15.973278
2021-09-30,sz.000537,15.989379
2021-09-30,sz.000531,16.002471
2021-09-30,sz.002092,16.018503
2021-09-30,sh.603823,16.021563
2021-09-30,sz.300388,16.023151
2021-09-30,sh.603980,16.031684
2021-09-30,sz.002677,16.034237
2021-09-30,sz.002928,16.034293
2021-09-30,sh.600939,16.039775
2021-09-30,sz.002075,16.048015
2021-09-30,sh.603565,16.068769
2021-09-30,sh.688425,16.082345
2021-09-30,sh.601258,16.090763
2021-09-30,sz.000823,16.093973
2021-09-30,sz.002809,16.097238
2021-09-30,sz.300771,16.113953
2021-09-30,sz.002111,16.122613
2021-09-30,sh.605006,16.135538
2021-09-30,sz.002838,16.14014
2021-09-30,sz.000027,16.140482
2021-09-30,sz.002127,16.146807
2021-09-30,sz.002144,16.155223
2021-09-30,sz.002010,16.161443
2021-09-30,sh.600309,16.163166
2021-09-30,sz.002588,16.197372
2021-09-30,sh.603599,16.208375
2021-09-30,sh.603199,16.223212
2021-09-30,sz.300196,16.231123
2021-09-30,sh.605336,16.242572
2021-09-30,sz.000976,16.253864
2021-09-30,sh.603010,16.268635
2021-09-30,sh.601827,16.269634
2021-09-30,sh.600824,16.279761
2021-09-30,sz.002084,16.33357
2021-09-30,sz.002611,16.346094
2021-09-30,sz.000895,16.354465
2021-09-30,sz.300737,16.377217
2021-09-30,sz.002775,16.394492
2021-09-30,sz.300371,16.418647
2021-09-30,sz.002492,16.422927
2021-09-30,sh.600326,16.43242
2021-09-30,sh.600395,16.441465
2021-09-30,sz.000783,16.472441
2021-09-30,sh.603797,16.501775
2021-09-30,sh.600483,16.520934
2021-09-30,sh.601199,16.521572
2021-09-30,sz.002546,16.531156
2021-09-30,sh.600727,16.533801
2021-09-30,sz.002404,16.541647
2021-09-30,sh.600176,16.555578
2021-09-30,sh.601188,16.568557
2021-09-30,sz.000922,16.592517
2021-09-30,sz.002322,16.593297
2021-09-30,sz.002536,16.608988
2021-09-30,sz.000673,16.642244
2021-09-30,sh.603331,16.643995
2021-09-30,sz.300552,16.653243
2021-09-30,sz.000543,16.672718
2021-09-30,sh.600285,16.674055
2021-09-30,sz.000166,16.688608
2021-09-30,sh.603711,16.739821
2021-09-30,sh.600470,16.750535
2021-09-30,sh.600699,16.756728
2021-09-30,sh.603657,16.779884
2021-09-30,sz.300031,16.783895
2021-09-30,sh.600594,16.786417
2021-09-30,sz.300580,16.787156
2021-09-30,sh.601168,16.789921
2021-09-30,sh.600271,16.796801
2021-09-30,sh.601686,16.799708
2021-09-30,sh.600599,16.799717
2021-09-30,sh.605100,16.812005
2021-09-30,sh.603606,16.816191
2021-09-30,sh.605007,16.821187
2021-09-30,sz.002026,16.842328
2021-09-30,sz.002283,16.845064
2021-09-30,sz.300415,16.845214
2021-09-30,sz.300770,16.863968
2021-09-30,sh.603689,16.900049
2021-09-30,sz.002845,16.901742
2021-09-30,sz.002867,16.917794
2021-09-30,sz.002191,16.936952
2021-09-30,sh.605289,16.945504
2021-09-30,sh.601985,16.985091
2021-09-30,sh.603798,16.999814
2021-09-30,sz.002236,17.011128
2021-09-30,sz.300200,17.020094
2021-09-30,sh.603839,17.026133
2021-09-30,sh.603037,17.036772
2021-09-30,sz.002533,17.039846
2021-09-30,sh.603967,17.058959
2021-09-30,sz.002029,17.067178
2021-09-30,sh.600784,17.069304
2021-09-30,sh.600339,17.069393
2021-09-30,sz.300815,17.07107
2021-09-30,sz.002636,17.075189
2021-09-30,sz.002242,17.108763
2021-09-30,sz.002258,17.11566
2021-09-30,sh.603183,17.128723
2021-09-30,sz.003016,17.131422
2021-09-30,sz.002130,17.147002
2021-09-30,sz.002423,17.149901
2021-09-30,sz.002463,17.152283
2021-09-30,sz.003023,17.152686
2021-09-30,sh.601231,17.158245
2021-09-30,sz.000333,17.167322
2021-09-30,sh.601611,17.185522
2021-09-30,sz.000987,17.216633
2021-09-30,sz.002942,17.225266
2021-09-30,sz.300625,17.226463
2021-09-30,sz.000785,17.227706
2021-09-30,sh.603579,17.234447
2021-09-30,sh.601666,17.24264
2021-09-30,sz.000635,17.24773
2021-09-30,sz.002150,17.256482
2021-09-30,sz.000507,17.261379
2021-09-30,sz.003816,17.268018
2021-09-30,sz.002003,17.299402
2021-09-30,sz.003041,17.309503
2021-09-30,sh.601996,17.312931
2021-09-30,sz.000411,17.313051
2021-09-30,sz.002408,17.316831
2021-09-30,sz.000050,17.317408
2021-09-30,sh.603968,17.332228
2021-09-30,sh.603699,17.352422
2021-09-30,sh.603319,17.35247
2021-09-30,sh.605208,17.375752
2021-09-30,sz.002027,17.385731
2021-09-30,sz.300132,17.409909
2021-09-30,sh.603040,17.43966
2021-09-30,sz.002508,17.444332
2021-09-30,sz.000807,17.45506
2021-09-30,sz.300867,17.478463
2021-09-30,sh.600829,17.482117
2021-09-30,sh.600860,17.483013
2021-09-30,sz.002883,17.505819
2021-09-30,sh.603506,17.506648
2021-09-30,sz.002416,17.566724
2021-09-30,sz.002056,17.577682
2021-09-30,sh.603387,17.584666
2021-09-30,sh.600886,17.587196
2021-09-30,sh.600328,17.59825
2021-09-30,sz.300690,17.601295
2021-09-30,sh.600780,17.623723
2021-09-30,sz.002360,17.637432
2021-09-30,sz.002221,17.644594
2021-09-30,sz.002442,17.647139
2021-09-30,sh.600323,17.659616
2021-09-30,sz.000012,17.661484
2021-09-30,sh.603192,17.688561
2021-09-30,sh.603095,17.699448
2021-09-30,sz.002266,17.701143
2021-09-30,sh.603995,17.751934
2021-09-30,sh.600217,17.762357
2021-09-30,sz.003027,17.766425
2021-09-30,sz.000915,17.78547
2021-09-30,sh.600230,17.786721
2021-09-30,sz.000650,17.799111
2021-09-30,sh.688658,17.799437
2021-09-30,sh.603825,17.805569
2021-09-30,sh.603611,17.828256
2021-09-30,sz.300244,17.835773
2021-09-30,sz.002493,17.845646
2021-09-30,sz.000967,17.855948
2021-09-30,sz.002277,17.867355
2021-09-30,sh.601579,17.88075
2021-09-30,sz.300571,17.890718
2021-09-30,sz.002262,17.900451
2021-09-30,sz.300800,17.90834
2021-09-30,sz.002537,17.912232
2021-09-30,sh.603890,17.948636
2021-09-30,sh.600030,17.980695
2021-09-30,sz.000019,17.990422
2021-09-30,sh.600188,17.995794
2021-09-30,sz.002978,18.013478
2021-09-30,sh.605122,18.023864
2021-09-30,sz.300729,18.031504
2021-09-30,sz.000983,18.059083
2021-09-30,sz.000550,18.068689
2021-09-30,sz.300304,18.075317
2021-09-30,sz.000563,18.086722
2021-09-30,sh.603900,18.088964
2021-09-30,sz.002243,18.092053
2021-09-30,sz.300464,18.116935
2021-09-30,sz.002718,18.139052
2021-09-30,sh.605090,18.145195
2021-09-30,sz.300396,18.151684
2021-09-30,sz.000975,18.157268
2021-09-30,sz.000912,18.158741
2021-09-30,sh.600968,18.179049
2021-09-30,sh.605081,18.199141
