date,code,pbMRQ
2021-09-30,sh.600967,1.644290
2021-09-30,sh.600968,1.538861
2021-09-30,sh.600969,0.824825
2021-09-30,sh.600970,1.792406
2021-09-30,sh.600971,1.061968
2021-09-30,sh.600973,1.481668
2021-09-30,sh.600975,2.954101
2021-09-30,sh.600976,4.607773
2021-09-30,sh.600977,2.255452
2021-09-30,sh.600979,1.142867
2021-09-30,sh.600980,3.069188
2021-09-30,sh.600981,1.119339
2021-09-30,sh.600982,1.513518
2021-09-30,sh.600983,1.979992
2021-09-30,sh.600984,1.571666
2021-09-30,sh.600985,1.488909
2021-09-30,sh.600986,1.495659
2021-09-30,sh.600987,1.179308
2021-09-30,sh.600988,6.700032
2021-09-30,sh.600989,4.297895
2021-09-30,sh.600990,2.485405
2021-09-30,sh.600992,1.320562
2021-09-30,sh.600993,3.714632
2021-09-30,sh.600995,1.697082
2021-09-30,sh.600996,1.226644
2021-09-30,sh.600997,1.179491
2021-09-30,sh.600998,1.401818
2021-09-30,sh.600999,1.731486
2021-09-30,sh.601000,0.904607
2021-09-30,sh.601001,2.331586
2021-09-30,sh.601002,1.251716
2021-09-30,sh.601003,1.263120
2021-09-30,sh.601005,0.992132
2021-09-30,sh.601006,0.792426
2021-09-30,sh.601007,1.485597
2021-09-30,sh.601008,1.197255
2021-09-30,sh.601009,0.890617
2021-09-30,sh.601010,1.218770
2021-09-30,sh.601011,1.308523
2021-09-30,sh.601012,10.284496
2021-09-30,sh.601015,2.596718
2021-09-30,sh.601016,3.882000
2021-09-30,sh.601018,1.187250
2021-09-30,sh.601019,1.092439
2021-09-30,sh.601020,2.882994
2021-09-30,sh.601021,3.668245
2021-09-30,sh.601028,5.878837
2021-09-30,sh.601038,2.542437
2021-09-30,sh.601058,3.531834
2021-09-30,sh.601066,4.052976
2021-09-30,sh.601068,2.133581
2021-09-30,sh.601069,4.396680
2021-09-30,sh.601077,0.454044
2021-09-30,sh.601086,1.621925
2021-09-30,sh.601088,1.282077
2021-09-30,sh.601098,1.180673
2021-09-30,sh.601099,2.284855
2021-09-30,sh.601100,13.935033
2021-09-30,sh.601101,1.581675
2021-09-30,sh.601106,2.333592
2021-09-30,sh.601107,0.648940
2021-09-30,sh.601108,1.704099
2021-09-30,sh.601111,1.512002
2021-09-30,sh.601113,0.870070
2021-09-30,sh.601116,1.401842
2021-09-30,sh.601117,1.852265
2021-09-30,sh.601118,2.310700
2021-09-30,sh.601126,4.079868
2021-09-30,sh.601127,10.431507
2021-09-30,sh.601128,0.953284
2021-09-30,sh.601137,1.928989
2021-09-30,sh.601138,2.184423
2021-09-30,sh.601139,2.454979
2021-09-30,sh.601155,1.662228
2021-09-30,sh.601156,3.524917
2021-09-30,sh.601158,1.884819
2021-09-30,sh.601162,1.459810
2021-09-30,sh.601163,1.024020
2021-09-30,sh.601166,0.688518
2021-09-30,sh.601168,2.826124
2021-09-30,sh.601169,0.444830
2021-09-30,sh.601177,1.918386
2021-09-30,sh.601179,1.647243
2021-09-30,sh.601186,0.552591
2021-09-30,sh.601187,1.094178
2021-09-30,sh.601188,0.991449
2021-09-30,sh.601198,1.459269
2021-09-30,sh.601199,1.383406
2021-09-30,sh.601200,1.541341
2021-09-30,sh.601208,4.119158
2021-09-30,sh.601211,1.232679
2021-09-30,sh.601212,1.415426
2021-09-30,sh.601216,2.356813
2021-09-30,sh.601218,1.628750
2021-09-30,sh.601222,2.367011
2021-09-30,sh.601225,1.994187
2021-09-30,sh.601226,1.485318
2021-09-30,sh.601228,1.495912
2021-09-30,sh.601229,0.590262
2021-09-30,sh.601231,2.652135
2021-09-30,sh.601233,1.620730
2021-09-30,sh.601236,3.810045
2021-09-30,sh.601238,1.785944
2021-09-30,sh.601258,1.564970
2021-09-30,sh.601279,2.951947
2021-09-30,sh.601288,0.531491
2021-09-30,sh.601298,1.127940
2021-09-30,sh.601311,1.829282
2021-09-30,sh.601318,1.116434
2021-09-30,sh.601319,1.056801
2021-09-30,sh.601326,1.039056
2021-09-30,sh.601328,0.446280
2021-09-30,sh.601330,2.930022
2021-09-30,sh.601333,0.590355
2021-09-30,sh.601336,1.176822
2021-09-30,sh.601339,0.979710
2021-09-30,sh.601360,2.322041
2021-09-30,sh.601366,1.241775
2021-09-30,sh.601368,1.051779
2021-09-30,sh.601369,2.748037
2021-09-30,sh.601375,1.652673
2021-09-30,sh.601377,1.696352
2021-09-30,sh.601388,3.339734
2021-09-30,sh.601390,0.646145
2021-09-30,sh.601398,0.607463
2021-09-30,sh.601399,2.137849
2021-09-30,sh.601456,2.967634
2021-09-30,sh.601500,1.288498
2021-09-30,sh.601512,1.174652
2021-09-30,sh.601515,2.214744
2021-09-30,sh.601518,0.896896
2021-09-30,sh.601519,10.448423
2021-09-30,sh.601528,1.196519
2021-09-30,sh.601555,1.373651
2021-09-30,sh.601566,2.233267
2021-09-30,sh.601567,2.682973
2021-09-30,sh.601568,2.521507
2021-09-30,sh.601577,0.717430
2021-09-30,sh.601579,1.713889
2021-09-30,sh.601588,0.545326
2021-09-30,sh.601595,2.607853
2021-09-30,sh.601598,1.275960
2021-09-30,sh.601599,3.031529
2021-09-30,sh.601600,2.489451
2021-09-30,sh.601601,1.194762
2021-09-30,sh.601606,3.254703
2021-09-30,sh.601607,1.139433
2021-09-30,sh.601608,3.208335
2021-09-30,sh.601609,1.844538
2021-09-30,sh.601611,2.163798
2021-09-30,sh.601615,2.981826
2021-09-30,sh.601616,1.521978
2021-09-30,sh.601618,1.117037
2021-09-30,sh.601619,3.300438
2021-09-30,sh.601628,1.786595
2021-09-30,sh.601633,8.220873
2021-09-30,sh.601636,4.312278
2021-09-30,sh.601658,0.793827
2021-09-30,sh.601665,1.002708
2021-09-30,sh.601666,1.960469
2021-09-30,sh.601668,0.657728
2021-09-30,sh.601669,1.356782
2021-09-30,sh.601677,2.505988
2021-09-30,sh.601678,2.120557
2021-09-30,sh.601686,2.350581
2021-09-30,sh.601688,1.160999
2021-09-30,sh.601689,4.000856
2021-09-30,sh.601696,2.718722
2021-09-30,sh.601698,4.960818
2021-09-30,sh.601699,1.476348
2021-09-30,sh.601700,2.122670
2021-09-30,sh.601702,3.788424
2021-09-30,sh.601717,1.482273
2021-09-30,sh.601718,0.746831
2021-09-30,sh.601727,1.284250
2021-09-30,sh.601728,1.051984
2021-09-30,sh.601766,1.256295
2021-09-30,sh.601777,3.215804
2021-09-30,sh.601778,2.112073
2021-09-30,sh.601788,1.387906
2021-09-30,sh.601789,1.188030
2021-09-30,sh.601798,1.235621
2021-09-30,sh.601799,8.510541
2021-09-30,sh.601800,0.608661
2021-09-30,sh.601801,0.852197
2021-09-30,sh.601808,1.995137
2021-09-30,sh.601811,1.024759
2021-09-30,sh.601816,1.263944
2021-09-30,sh.601818,0.518190
2021-09-30,sh.601825,0.852729
2021-09-30,sh.601827,2.230353
2021-09-30,sh.601828,0.722773
2021-09-30,sh.601838,1.027473
2021-09-30,sh.601857,0.878751
2021-09-30,sh.601858,1.585991
2021-09-30,sh.601860,0.819908
2021-09-30,sh.601865,9.082419
2021-09-30,sh.601866,2.263044
2021-09-30,sh.601868,2.079860
2021-09-30,sh.601869,2.256739
2021-09-30,sh.601872,1.748304
2021-09-30,sh.601877,3.966494
2021-09-30,sh.601878,2.096810
2021-09-30,sh.601880,1.156030
2021-09-30,sh.601881,1.364953
2021-09-30,sh.601882,8.559350
2021-09-30,sh.601886,0.946315
2021-09-30,sh.601888,19.809408
2021-09-30,sh.601890,2.365878
2021-09-30,sh.601898,1.111179
2021-09-30,sh.601899,4.257163
2021-09-30,sh.601900,0.976793
2021-09-30,sh.601901,1.654192
2021-09-30,sh.601908,2.700230
2021-09-30,sh.601916,0.639506
2021-09-30,sh.601918,1.926064
2021-09-30,sh.601919,3.428348
2021-09-30,sh.601921,2.309141
2021-09-30,sh.601928,1.217478
2021-09-30,sh.601929,0.902341
2021-09-30,sh.601933,2.637242
2021-09-30,sh.601939,0.638666
2021-09-30,sh.601949,1.364589
2021-09-30,sh.601952,2.620854
2021-09-30,sh.601956,2.106195
2021-09-30,sh.601958,2.067677
2021-09-30,sh.601963,0.756633
2021-09-30,sh.601965,3.077482
2021-09-30,sh.601966,2.912359
2021-09-30,sh.601968,2.837175
2021-09-30,sh.601969,6.917027
2021-09-30,sh.601975,1.842083
2021-09-30,sh.601985,2.017653
2021-09-30,sh.601988,0.497211
2021-09-30,sh.601989,1.179637
2021-09-30,sh.601990,2.288545
2021-09-30,sh.601991,1.624246
2021-09-30,sh.601992,0.633630
2021-09-30,sh.601995,3.929223
2021-09-30,sh.601996,1.326615
2021-09-30,sh.601997,0.555266
2021-09-30,sh.601998,0.462352
2021-09-30,sh.601999,1.349775
2021-09-30,sh.603000,4.531661
2021-09-30,sh.603001,0.928593
2021-09-30,sh.603002,3.503100
2021-09-30,sh.603003,0.755989
2021-09-30,sh.603005,4.874184
2021-09-30,sh.603006,1.652065
2021-09-30,sh.603007,0.931304
2021-09-30,sh.603008,3.075316
2021-09-30,sh.603009,1.336298
2021-09-30,sh.603010,6.036183
2021-09-30,sh.603011,1.373935
2021-09-30,sh.603012,1.243108
2021-09-30,sh.603013,2.324563
2021-09-30,sh.603015,2.277422
2021-09-30,sh.603016,4.049976
2021-09-30,sh.603017,1.337101
2021-09-30,sh.603018,1.482856
2021-09-30,sh.603019,3.322848
2021-09-30,sh.603020,2.001904
2021-09-30,sh.603021,1.227509
2021-09-30,sh.603022,3.690366
2021-09-30,sh.603023,2.746649
2021-09-30,sh.603025,15.849249
2021-09-30,sh.603026,24.304335
2021-09-30,sh.603027,8.248338
2021-09-30,sh.603028,3.096223
2021-09-30,sh.603029,1.672334
2021-09-30,sh.603030,0.970742
2021-09-30,sh.603031,7.361686
2021-09-30,sh.603032,8.800081
2021-09-30,sh.603033,5.460776
2021-09-30,sh.603035,1.170969
2021-09-30,sh.603036,1.497464
2021-09-30,sh.603037,1.874179
2021-09-30,sh.603038,2.098697
2021-09-30,sh.603039,10.446794
2021-09-30,sh.603040,3.084409
2021-09-30,sh.603041,1.823445
2021-09-30,sh.603042,2.372131
2021-09-30,sh.603043,4.765779
2021-09-30,sh.603045,2.265406
2021-09-30,sh.603050,2.366430
2021-09-30,sh.603053,2.788846
2021-09-30,sh.603055,4.452267
2021-09-30,sh.603056,1.806662
2021-09-30,sh.603058,2.716179
2021-09-30,sh.603059,1.941114
2021-09-30,sh.603060,8.630064
2021-09-30,sh.603063,3.347738
2021-09-30,sh.603066,2.255091
2021-09-30,sh.603067,3.332084
2021-09-30,sh.603068,4.315285
2021-09-30,sh.603069,5.375900
2021-09-30,sh.603076,3.133727
2021-09-30,sh.603077,2.861447
2021-09-30,sh.603078,3.962169
2021-09-30,sh.603079,2.247449
2021-09-30,sh.603080,2.174384
2021-09-30,sh.603081,2.007711
2021-09-30,sh.603083,1.905699
2021-09-30,sh.603085,2.287316
2021-09-30,sh.603086,1.243169
2021-09-30,sh.603087,4.893129
2021-09-30,sh.603088,4.677149
2021-09-30,sh.603089,1.733894
2021-09-30,sh.603090,2.962421
2021-09-30,sh.603093,2.677870
2021-09-30,sh.603095,1.471755
2021-09-30,sh.603096,2.176987
2021-09-30,sh.603098,8.038672
2021-09-30,sh.603099,2.951172
2021-09-30,sh.603100,2.505434
2021-09-30,sh.603101,1.865504
2021-09-30,sh.603103,4.924903
2021-09-30,sh.603105,5.072154
2021-09-30,sh.603106,1.609127
2021-09-30,sh.603108,1.833186
2021-09-30,sh.603109,3.257650
2021-09-30,sh.603110,8.831489
2021-09-30,sh.603111,1.631664
2021-09-30,sh.603112,2.539890
2021-09-30,sh.603113,1.706010
2021-09-30,sh.603115,3.585090
2021-09-30,sh.603116,1.004736
2021-09-30,sh.603117,1.002587
2021-09-30,sh.603118,1.402547
2021-09-30,sh.603121,2.381416
2021-09-30,sh.603123,1.374447
2021-09-30,sh.603126,3.497781
2021-09-30,sh.603127,9.067912
2021-09-30,sh.603128,3.293802
2021-09-30,sh.603129,12.002863
2021-09-30,sh.603131,5.197846
2021-09-30,sh.603133,4.307645
2021-09-30,sh.603136,2.740453
2021-09-30,sh.603138,7.606004
2021-09-30,sh.603139,1.683930
2021-09-30,sh.603155,5.936298
2021-09-30,sh.603156,3.381855
2021-09-30,sh.603157,-1.542914
2021-09-30,sh.603158,3.429022
2021-09-30,sh.603159,6.342590
2021-09-30,sh.603160,6.392673
2021-09-30,sh.603161,1.345876
2021-09-30,sh.603165,2.054904
2021-09-30,sh.603166,2.035243
2021-09-30,sh.603167,1.124019
2021-09-30,sh.603168,2.308598
2021-09-30,sh.603169,3.608787
2021-09-30,sh.603171,5.807628
2021-09-30,sh.603177,7.864368
2021-09-30,sh.603178,2.799488
2021-09-30,sh.603179,3.134661
2021-09-30,sh.603180,2.202980
2021-09-30,sh.603181,3.665228
2021-09-30,sh.603183,1.766210
2021-09-30,sh.603185,11.719947
2021-09-30,sh.603186,3.348005
2021-09-30,sh.603187,4.388252
2021-09-30,sh.603188,1.443376
2021-09-30,sh.603189,5.268792
2021-09-30,sh.603192,1.870015
2021-09-30,sh.603195,10.433341
2021-09-30,sh.603196,2.056781
2021-09-30,sh.603197,2.551146
2021-09-30,sh.603198,7.921747
2021-09-30,sh.603199,1.778908
2021-09-30,sh.603200,3.557899
2021-09-30,sh.603203,5.310260
2021-09-30,sh.603208,3.598653
2021-09-30,sh.603212,6.626097
2021-09-30,sh.603214,3.110699
2021-09-30,sh.603217,2.312951
2021-09-30,sh.603218,3.817162
2021-09-30,sh.603220,3.138384
2021-09-30,sh.603221,1.487588
2021-09-30,sh.603222,4.091788
2021-09-30,sh.603223,8.507214
2021-09-30,sh.603225,1.977946
2021-09-30,sh.603226,1.830060
2021-09-30,sh.603227,2.862575
2021-09-30,sh.603228,3.197333
2021-09-30,sh.603229,5.734381
2021-09-30,sh.603232,2.582923
2021-09-30,sh.603233,6.536344
2021-09-30,sh.603236,7.825856
2021-09-30,sh.603238,1.866365
2021-09-30,sh.603239,4.049057
2021-09-30,sh.603256,5.176216
2021-09-30,sh.603258,2.281295
2021-09-30,sh.603259,12.283355
2021-09-30,sh.603260,13.498519
2021-09-30,sh.603266,1.886626
2021-09-30,sh.603267,12.003917
2021-09-30,sh.603268,2.971607
2021-09-30,sh.603269,1.554996
2021-09-30,sh.603277,3.584776
2021-09-30,sh.603278,1.528219
2021-09-30,sh.603279,4.725049
2021-09-30,sh.603283,3.218899
2021-09-30,sh.603286,2.750934
2021-09-30,sh.603288,23.072964
2021-09-30,sh.603289,2.103830
2021-09-30,sh.603290,51.604139
2021-09-30,sh.603297,4.637338
2021-09-30,sh.603298,2.764161
2021-09-30,sh.603299,1.673939
2021-09-30,sh.603300,2.437095
2021-09-30,sh.603301,2.108409
2021-09-30,sh.603303,2.498155
2021-09-30,sh.603305,4.424531
2021-09-30,sh.603306,4.394016
2021-09-30,sh.603308,4.045787
2021-09-30,sh.603309,2.642143
2021-09-30,sh.603311,2.466478
2021-09-30,sh.603313,2.032580
2021-09-30,sh.603315,5.160509
2021-09-30,sh.603316,1.468965
2021-09-30,sh.603317,4.732790
2021-09-30,sh.603318,3.616827
2021-09-30,sh.603319,2.260829
2021-09-30,sh.603320,2.311286
2021-09-30,sh.603321,1.819399
2021-09-30,sh.603322,4.309118
2021-09-30,sh.603323,0.760728
2021-09-30,sh.603324,5.951309
2021-09-30,sh.603326,2.948835
2021-09-30,sh.603327,3.940897
2021-09-30,sh.603328,2.240084
2021-09-30,sh.603329,2.103544
2021-09-30,sh.603330,3.875887
2021-09-30,sh.603331,2.296705
2021-09-30,sh.603332,1.354188
2021-09-30,sh.603333,2.467025
2021-09-30,sh.603335,3.173502
2021-09-30,sh.603336,2.938013
2021-09-30,sh.603337,3.124102
2021-09-30,sh.603338,8.053496
2021-09-30,sh.603339,1.733630
2021-09-30,sh.603345,9.954769
2021-09-30,sh.603348,2.795127
2021-09-30,sh.603351,3.195167
2021-09-30,sh.603353,2.595312
2021-09-30,sh.603355,4.877080
2021-09-30,sh.603356,2.173571
2021-09-30,sh.603357,1.463702
2021-09-30,sh.603358,2.704526
2021-09-30,sh.603359,1.373057
2021-09-30,sh.603360,3.661643
2021-09-30,sh.603363,2.315487
2021-09-30,sh.603365,1.753253
2021-09-30,sh.603366,1.178738
2021-09-30,sh.603367,1.159681
2021-09-30,sh.603368,1.168492
2021-09-30,sh.603369,6.288108
2021-09-30,sh.603377,2.773274
2021-09-30,sh.603378,3.266908
2021-09-30,sh.603379,3.288352
2021-09-30,sh.603380,4.591739
2021-09-30,sh.603383,4.512809
2021-09-30,sh.603385,0.886568
2021-09-30,sh.603386,3.590320
2021-09-30,sh.603387,3.561600
2021-09-30,sh.603388,1.808941
2021-09-30,sh.603389,2.203441
2021-09-30,sh.603390,1.808553
2021-09-30,sh.603392,42.555263
2021-09-30,sh.603393,4.072921
2021-09-30,sh.603396,10.354944
2021-09-30,sh.603398,3.005926
2021-09-30,sh.603399,1.511945
2021-09-30,sh.603408,2.513135
2021-09-30,sh.603416,3.983001
2021-09-30,sh.603421,1.552887
2021-09-30,sh.603429,7.151622
2021-09-30,sh.603439,5.418375
2021-09-30,sh.603444,7.150791
2021-09-30,sh.603456,10.946526
2021-09-30,sh.603458,1.127699
2021-09-30,sh.603466,2.976843
2021-09-30,sh.603477,1.874097
2021-09-30,sh.603486,23.425346
2021-09-30,sh.603488,2.065334
2021-09-30,sh.603489,13.264463
2021-09-30,sh.603496,4.457525
2021-09-30,sh.603499,2.511322
2021-09-30,sh.603500,2.603103
2021-09-30,sh.603501,16.100221
2021-09-30,sh.603505,10.538217
2021-09-30,sh.603506,3.113823
2021-09-30,sh.603507,2.873308
2021-09-30,sh.603508,1.461902
2021-09-30,sh.603511,2.321575
2021-09-30,sh.603515,2.943784
2021-09-30,sh.603516,3.479155
2021-09-30,sh.603517,7.564804
2021-09-30,sh.603518,1.776213
2021-09-30,sh.603519,4.332294
2021-09-30,sh.603520,6.081880
2021-09-30,sh.603527,2.372209
2021-09-30,sh.603528,2.706626
2021-09-30,sh.603529,3.126615
2021-09-30,sh.603530,7.535598
2021-09-30,sh.603533,3.328134
2021-09-30,sh.603535,2.889215
2021-09-30,sh.603536,3.035189
2021-09-30,sh.603538,3.112231
2021-09-30,sh.603551,2.397402
2021-09-30,sh.603555,2.220069
2021-09-30,sh.603556,1.164274
2021-09-30,sh.603557,1.426448
2021-09-30,sh.603558,1.742244
2021-09-30,sh.603559,1.988958
2021-09-30,sh.603565,5.300810
2021-09-30,sh.603566,3.616049
2021-09-30,sh.603567,2.548425
2021-09-30,sh.603568,6.122162
2021-09-30,sh.603569,1.895789
2021-09-30,sh.603577,2.502769
2021-09-30,sh.603578,2.622114
2021-09-30,sh.603579,2.409699
2021-09-30,sh.603580,2.862507
2021-09-30,sh.603583,4.479285
2021-09-30,sh.603585,1.395763
2021-09-30,sh.603586,1.174845
2021-09-30,sh.603587,2.494499
2021-09-30,sh.603588,3.475572
2021-09-30,sh.603589,4.200997
2021-09-30,sh.603590,1.821485
2021-09-30,sh.603595,5.053087
2021-09-30,sh.603596,6.027528
2021-09-30,sh.603598,4.685949
2021-09-30,sh.603599,2.485252
2021-09-30,sh.603600,2.308988
2021-09-30,sh.603601,4.424138
2021-09-30,sh.603602,2.744485
2021-09-30,sh.603603,5.816505
2021-09-30,sh.603605,14.060294
2021-09-30,sh.603606,5.515704
2021-09-30,sh.603607,2.866655
2021-09-30,sh.603608,1.504857
2021-09-30,sh.603609,1.343251
2021-09-30,sh.603610,2.536672
2021-09-30,sh.603611,2.578238
2021-09-30,sh.603612,2.830692
2021-09-30,sh.603613,9.898539
2021-09-30,sh.603615,1.791937
2021-09-30,sh.603616,3.018611
2021-09-30,sh.603617,2.926577
2021-09-30,sh.603618,2.008642
2021-09-30,sh.603619,2.702056
2021-09-30,sh.603626,2.766114
2021-09-30,sh.603628,3.326487
2021-09-30,sh.603629,1.905024
2021-09-30,sh.603630,2.299215
2021-09-30,sh.603633,2.970156
2021-09-30,sh.603636,1.957458
2021-09-30,sh.603637,2.347410
2021-09-30,sh.603638,11.293974
2021-09-30,sh.603639,2.134611
2021-09-30,sh.603648,1.639252
2021-09-30,sh.603650,12.455807
2021-09-30,sh.603655,6.434612
2021-09-30,sh.603656,2.068246
2021-09-30,sh.603657,2.793503
2021-09-30,sh.603658,4.653444
2021-09-30,sh.603659,12.569674
2021-09-30,sh.603660,1.875620
2021-09-30,sh.603661,1.349385
2021-09-30,sh.603662,2.677241
2021-09-30,sh.603663,6.567290
2021-09-30,sh.603665,2.854039
2021-09-30,sh.603666,4.513313
2021-09-30,sh.603667,3.035754
2021-09-30,sh.603668,2.668306
2021-09-30,sh.603669,4.666133
2021-09-30,sh.603676,3.616745
2021-09-30,sh.603677,2.129454
2021-09-30,sh.603678,7.724837
2021-09-30,sh.603679,2.801283
2021-09-30,sh.603680,1.431948
2021-09-30,sh.603681,3.910399
2021-09-30,sh.603682,2.652181
2021-09-30,sh.603683,2.184731
2021-09-30,sh.603685,1.829260
2021-09-30,sh.603686,1.977094
2021-09-30,sh.603687,2.211388
2021-09-30,sh.603688,6.910111
2021-09-30,sh.603689,1.627497
2021-09-30,sh.603690,4.442936
2021-09-30,sh.603693,3.481584
2021-09-30,sh.603696,4.324588
2021-09-30,sh.603697,2.868538
2021-09-30,sh.603698,2.799866
2021-09-30,sh.603699,3.034754
2021-09-30,sh.603700,2.602500
2021-09-30,sh.603701,3.443831
2021-09-30,sh.603703,3.466302
2021-09-30,sh.603706,2.011647
2021-09-30,sh.603707,10.955174
2021-09-30,sh.603708,3.535430
2021-09-30,sh.603709,1.962235
2021-09-30,sh.603711,2.247300
2021-09-30,sh.603712,9.196824
2021-09-30,sh.603713,5.075497
2021-09-30,sh.603716,1.543142
2021-09-30,sh.603717,2.278339
2021-09-30,sh.603718,8.654636
2021-09-30,sh.603719,7.181334
2021-09-30,sh.603721,3.006892
2021-09-30,sh.603722,6.454427
2021-09-30,sh.603725,1.905887
2021-09-30,sh.603726,2.450530
2021-09-30,sh.603727,3.171431
2021-09-30,sh.603728,3.071270
2021-09-30,sh.603729,1.322986
2021-09-30,sh.603730,2.953237
2021-09-30,sh.603733,4.006343
2021-09-30,sh.603737,15.253377
2021-09-30,sh.603738,10.569290
2021-09-30,sh.603739,3.076213
2021-09-30,sh.603755,6.832737
2021-09-30,sh.603757,2.437560
2021-09-30,sh.603758,1.313373
2021-09-30,sh.603759,2.577034
2021-09-30,sh.603766,1.190431
2021-09-30,sh.603767,1.387878
2021-09-30,sh.603768,1.818996
2021-09-30,sh.603773,1.419655
2021-09-30,sh.603776,1.148197
2021-09-30,sh.603777,2.922206
2021-09-30,sh.603778,1.966101
2021-09-30,sh.603779,2.309793
2021-09-30,sh.603786,5.832363
2021-09-30,sh.603787,3.555500
2021-09-30,sh.603788,1.454508
2021-09-30,sh.603789,4.442315
2021-09-30,sh.603790,1.677620
2021-09-30,sh.603797,1.564430
2021-09-30,sh.603798,1.917872
2021-09-30,sh.603799,7.427630
2021-09-30,sh.603800,4.256782
2021-09-30,sh.603801,2.997696
2021-09-30,sh.603803,1.340067
2021-09-30,sh.603806,12.609452
2021-09-30,sh.603808,2.240756
2021-09-30,sh.603809,2.665540
2021-09-30,sh.603810,1.620710
2021-09-30,sh.603811,3.831618
2021-09-30,sh.603813,2.346900
2021-09-30,sh.603815,2.552007
2021-09-30,sh.603816,5.438494
2021-09-30,sh.603817,1.502081
2021-09-30,sh.603818,2.395741
2021-09-30,sh.603819,2.792011
2021-09-30,sh.603822,4.679304
2021-09-30,sh.603823,2.700769
2021-09-30,sh.603825,2.198788
2021-09-30,sh.603826,11.721435
2021-09-30,sh.603828,1.429426
2021-09-30,sh.603829,2.256686
2021-09-30,sh.603833,6.412132
2021-09-30,sh.603836,2.079110
2021-09-30,sh.603838,2.396573
2021-09-30,sh.603839,1.197429
2021-09-30,sh.603843,2.001776
2021-09-30,sh.603848,2.915400
2021-09-30,sh.603855,4.720207
2021-09-30,sh.603856,1.495658
2021-09-30,sh.603858,1.495194
2021-09-30,sh.603859,2.630279
2021-09-30,sh.603860,2.034273
2021-09-30,sh.603861,2.046832
2021-09-30,sh.603863,1.372916
2021-09-30,sh.603866,6.110728
2021-09-30,sh.603867,2.908407
2021-09-30,sh.603868,6.281707
2021-09-30,sh.603869,1.337854
2021-09-30,sh.603871,2.356814
2021-09-30,sh.603876,4.599542
2021-09-30,sh.603877,4.702428
2021-09-30,sh.603878,1.082484
2021-09-30,sh.603879,4.233941
2021-09-30,sh.603880,2.665861
2021-09-30,sh.603881,3.517258
2021-09-30,sh.603882,9.713056
2021-09-30,sh.603883,4.461785
2021-09-30,sh.603885,2.812461
2021-09-30,sh.603886,3.479192
2021-09-30,sh.603887,0.971565
2021-09-30,sh.603888,3.105208
2021-09-30,sh.603889,1.327307
2021-09-30,sh.603890,2.636219
2021-09-30,sh.603893,22.119199
2021-09-30,sh.603895,2.889595
2021-09-30,sh.603896,4.222709
2021-09-30,sh.603897,4.661723
2021-09-30,sh.603898,1.352871
2021-09-30,sh.603899,12.094900
2021-09-30,sh.603900,1.087770
2021-09-30,sh.603901,3.313129
2021-09-30,sh.603903,2.053871
2021-09-30,sh.603906,11.993841
2021-09-30,sh.603908,5.591192
2021-09-30,sh.603909,3.375574
2021-09-30,sh.603912,3.302214
2021-09-30,sh.603915,7.559708
2021-09-30,sh.603916,2.150214
2021-09-30,sh.603917,1.736269
2021-09-30,sh.603918,2.490239
2021-09-30,sh.603919,6.148318
2021-09-30,sh.603920,2.684309
2021-09-30,sh.603922,2.175616
2021-09-30,sh.603926,1.985679
2021-09-30,sh.603927,6.142189
2021-09-30,sh.603928,1.488894
2021-09-30,sh.603929,2.244103
2021-09-30,sh.603931,3.713626
2021-09-30,sh.603933,2.502043
2021-09-30,sh.603936,1.835340
2021-09-30,sh.603937,1.406429
2021-09-30,sh.603938,6.774051
2021-09-30,sh.603939,5.309374
2021-09-30,sh.603948,3.650380
2021-09-30,sh.603949,4.430468
2021-09-30,sh.603950,1.945490
2021-09-30,sh.603955,1.072540
2021-09-30,sh.603956,6.167056
2021-09-30,sh.603958,1.471362
2021-09-30,sh.603959,12.132784
2021-09-30,sh.603960,8.964565
2021-09-30,sh.603963,3.475423
2021-09-30,sh.603966,2.120733
2021-09-30,sh.603967,1.643451
2021-09-30,sh.603968,2.019241
2021-09-30,sh.603969,1.828569
2021-09-30,sh.603970,3.376058
2021-09-30,sh.603976,4.204872
2021-09-30,sh.603977,2.296309
2021-09-30,sh.603978,3.244265
2021-09-30,sh.603979,2.686534
2021-09-30,sh.603980,1.039731
2021-09-30,sh.603982,2.355469
2021-09-30,sh.603983,4.973977
2021-09-30,sh.603985,6.097146
2021-09-30,sh.603986,8.520348
2021-09-30,sh.603987,5.204679
2021-09-30,sh.603988,7.775448
2021-09-30,sh.603989,4.769749
2021-09-30,sh.603990,3.494745
2021-09-30,sh.603991,9.048405
2021-09-30,sh.603992,3.606249
2021-09-30,sh.603993,3.402234
2021-09-30,sh.603995,2.937700
2021-09-30,sh.603996,-0.460314
2021-09-30,sh.603997,2.283596
2021-09-30,sh.603998,2.003025
2021-09-30,sh.603999,1.596533
2021-09-30,sh.605001,1.197427
2021-09-30,sh.605003,2.443340
2021-09-30,sh.605005,5.233754
2021-09-30,sh.605006,3.492840
2021-09-30,sh.605007,3.983358
2021-09-30,sh.605008,5.153501
2021-09-30,sh.605009,2.943019
2021-09-30,sh.605011,5.055055
2021-09-30,sh.605016,3.395208
2021-09-30,sh.605018,2.719182
2021-09-30,sh.605020,6.236877
2021-09-30,sh.605028,8.342719
2021-09-30,sh.605033,4.268597
2021-09-30,sh.605050,1.545529
2021-09-30,sh.605055,2.945964
2021-09-30,sh.605056,6.621444
